id,context_ip,name,path,context_session_id,url,context_destination_id,context_destination_type,context_app_namespace,context_page_referrer,context_page_referring_domain,context_page_path,anonymous_id,user_id,received_at,sent_at,original_timestamp,timestamp,uuid_ts,context_campaign_medium,context_campaign_content,context_campaign_source,context_campaign_name,category,title
lYlg4Ld8qhUhRJ0L,148.39.113.2,home-page,,1742514695,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-03-21T05:21:35.000000Z,2025-03-21T05:21:35.000000Z,2025-03-21T05:21:35.000000Z,2025-03-21T05:21:35.000000Z,2025-03-21T05:21:35.000000Z,,,,,,
C2gA3Cohh2sJfv87,148.39.113.2,product-view,/p/763,1742514695,www.choixcart.com/p/763,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-03-31T05:21:35.000000Z,2025-03-31T05:21:35.000000Z,2025-03-31T05:21:35.000000Z,2025-03-31T05:21:35.000000Z,2025-03-31T05:21:35.000000Z,,,,,Shirts,
gz5AGoA2tD5QLvST,148.39.113.2,product-view,/p/979,1742514695,www.choixcart.com/p/979,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/763,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-03-31T06:21:13.000000Z,2025-03-31T06:21:13.000000Z,2025-03-31T06:21:13.000000Z,2025-03-31T06:21:13.000000Z,2025-03-31T06:21:13.000000Z,,,,,Watches,
8jxjV248fJLlsAQE,148.39.113.2,cart-add,/p/979,1742514695,www.choixcart.com/p/979,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/979,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,,,,,Watches,
Wc61BPZ4silcHxG6,148.39.113.2,login,/login,1742514695,www.choixcart.com/login,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/cart/view.html?ref=nav_cart,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,,,,,,
x8yjI38JldPeMjwm,148.39.113.2,order_completed,/order/success,1742514695,www.choixcart.com/order/success,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,"[{'page': {'id': 'Wc61BPZ4silcHxG6', 'context_ip': '148.39.113.2', 'name': 'login', 'path': '/login', 'context_session_id': 1742514695, 'url': 'www.choixcart.com/login', 'context_destination_id': 'iFPYxdHAjhL63W', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'user_id': 'melissawiggins@example.com', 'received_at': '2025-03-31T08:33:25.000000Z', 'sent_at': '2025-03-31T08:33:25.000000Z', 'original_timestamp': '2025-03-31T08:33:25.000000Z', 'timestamp': '2025-03-31T08:33:25.000000Z', 'uuid_ts': '2025-03-31T08:33:25.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'original_timestamp': '2025-03-31T08:33:25.000000Z', 'received_at': '2025-03-31T08:33:25.000000Z', 'sent_at': '2025-03-31T08:33:25.000000Z', 'timestamp': '2025-03-31T08:33:25.000000Z', 'uuid_ts': '2025-03-31T08:33:25.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'iFPYxdHAjhL63W', 'context_destination_type': 'snowflake', 'context_session_id': 1742514695, 'user_id': 'melissawiggins@example.com', 'id': 'q43RmnrRvz43vhBn', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2025-03-31T08:33:25.000000Z', 'timestamp': '2025-03-31T08:33:25.000000Z', 'sent_at': '2025-03-31T08:33:25.000000Z', 'received_at': '2025-03-31T08:33:25.000000Z', 'original_timestamp': '2025-03-31T08:33:25.000000Z', 'last_name': 'Wiggins', 'first_name': 'Melissa', 'email': 'melissawiggins@example.com', 'context_screen_height': 900, 'context_screen_width': 1600, 'context_screen_density': 1, 'context_screen_inner_height': 739, 'context_screen_inner_width': 1600, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'user_id': 'melissawiggins@example.com', 'context_ip': '148.39.113.2', 'id': 'PO6arTNFWrJBCilh', 'context_session_start': '2025-03-21T05:21:35.000000Z', 'context_session_id': 1742514695, 'context_library_version': '1.1.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'WY', 'address_country': 'US', 'currency': 'usd'}}]",1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,,,,,,
k1U9IX0dD8v3wnfM,170.108.36.114,home-page,,1747157829,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-13T23:07:09.000000Z,2025-05-13T23:07:09.000000Z,2025-05-13T23:07:09.000000Z,2025-05-13T23:07:09.000000Z,2025-05-13T23:07:09.000000Z,,,,,,
Hf8YxxqETbfOS5v3,170.108.36.114,product-view,/p/776,1747157829,www.choixcart.com/p/776,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-30T23:07:09.000000Z,2025-05-30T23:07:09.000000Z,2025-05-30T23:07:09.000000Z,2025-05-30T23:07:09.000000Z,2025-05-30T23:07:09.000000Z,,,,,Mens clothing,
kNz6OokinQqnnFIU,170.108.36.114,product-view,/p/731,1747157829,www.choixcart.com/p/731,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/776,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-30T23:21:40.000000Z,2025-05-30T23:21:40.000000Z,2025-05-30T23:21:40.000000Z,2025-05-30T23:21:40.000000Z,2025-05-30T23:21:40.000000Z,,,,,Shoes,
k2uglSJfkzSyLgLe,170.108.36.114,product-view,/p/763,1747157829,www.choixcart.com/p/763,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/731,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-31T00:18:14.000000Z,2025-05-31T00:18:14.000000Z,2025-05-31T00:18:14.000000Z,2025-05-31T00:18:14.000000Z,2025-05-31T00:18:14.000000Z,,,,,Shirts,
DLBPViIzkaGslGmU,170.108.36.114,cart-add,/p/763,1747157829,www.choixcart.com/p/763,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/763,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,,,,,Shirts,
XPt0LqdrNY8nWrk7,170.108.36.114,login,/login,1747157829,www.choixcart.com/login,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/cart/view.html?ref=nav_cart,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,,,,,,
fVsa9IA50rslbRaI,170.108.36.114,order_completed,/order/success,1747157829,www.choixcart.com/order/success,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,"[{'page': {'id': 'XPt0LqdrNY8nWrk7', 'context_ip': '170.108.36.114', 'name': 'login', 'path': '/login', 'context_session_id': 1747157829, 'url': 'www.choixcart.com/login', 'context_destination_id': 'iFPYxdHAjhL63W', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'user_id': 'melissawiggins@example.com', 'received_at': '2025-05-31T01:43:59.000000Z', 'sent_at': '2025-05-31T01:43:59.000000Z', 'original_timestamp': '2025-05-31T01:43:59.000000Z', 'timestamp': '2025-05-31T01:43:59.000000Z', 'uuid_ts': '2025-05-31T01:43:59.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'original_timestamp': '2025-05-31T01:43:59.000000Z', 'received_at': '2025-05-31T01:43:59.000000Z', 'sent_at': '2025-05-31T01:43:59.000000Z', 'timestamp': '2025-05-31T01:43:59.000000Z', 'uuid_ts': '2025-05-31T01:43:59.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'iFPYxdHAjhL63W', 'context_destination_type': 'snowflake', 'context_session_id': 1747157829, 'user_id': 'melissawiggins@example.com', 'id': 'YtaEf3hSrptO2IrS', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2025-05-31T01:43:59.000000Z', 'timestamp': '2025-05-31T01:43:59.000000Z', 'sent_at': '2025-05-31T01:43:59.000000Z', 'received_at': '2025-05-31T01:43:59.000000Z', 'original_timestamp': '2025-05-31T01:43:59.000000Z', 'last_name': 'Wiggins', 'first_name': 'Melissa', 'email': 'melissawiggins@example.com', 'context_screen_height': 1169, 'context_screen_width': 1800, 'context_screen_density': 2, 'context_screen_inner_height': 858, 'context_screen_inner_width': 1340, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'user_id': 'melissawiggins@example.com', 'context_ip': '170.108.36.114', 'id': 'qaxapdI1bPvIrHPc', 'context_session_start': '2025-05-13T23:07:09.000000Z', 'context_session_id': 1747157829, 'context_library_version': '1.0.2', 'context_page_url': 'www.choixcart.com/login', 'state': 'CT', 'address_country': 'US', 'currency': 'usd'}}]",1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,,,,,,
0qEwxUP3Xmf8rDyZ,37.252.66.127,home-page,,1751367327,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-07-01T16:25:27.000000Z,2025-07-01T16:25:27.000000Z,2025-07-01T16:25:27.000000Z,2025-07-01T16:25:27.000000Z,2025-07-01T16:25:27.000000Z,,,,,,
kNnVDygIP92GygcK,37.252.66.127,product-view,/p/835,1751367327,www.choixcart.com/p/835,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-07-06T16:25:27.000000Z,2025-07-06T16:25:27.000000Z,2025-07-06T16:25:27.000000Z,2025-07-06T16:25:27.000000Z,2025-07-06T16:25:27.000000Z,,,,,Jeans,
rVmFrGF6Wxn7KimD,37.252.66.127,product-view,/p/839,1751367327,www.choixcart.com/p/839,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/835,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-07-06T17:12:16.000000Z,2025-07-06T17:12:16.000000Z,2025-07-06T17:12:16.000000Z,2025-07-06T17:12:16.000000Z,2025-07-06T17:12:16.000000Z,,,,,Trousers,
0IZErCJO0vrIVwW5,37.252.66.127,cart-add,/p/839,1751367327,www.choixcart.com/p/839,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/839,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,,,,,Trousers,
myNXdzsacRkWYV5I,37.252.66.127,login,/login,1751367327,www.choixcart.com/login,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/cart/view.html?ref=nav_cart,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,,,,,,
Cr0RGkrhpHvJduj5,37.252.66.127,order_completed,/order/success,1751367327,www.choixcart.com/order/success,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,"[{'page': {'id': 'myNXdzsacRkWYV5I', 'context_ip': '37.252.66.127', 'name': 'login', 'path': '/login', 'context_session_id': 1751367327, 'url': 'www.choixcart.com/login', 'context_destination_id': 'iFPYxdHAjhL63W', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'user_id': 'melissawiggins@example.com', 'received_at': '2025-07-06T18:57:54.000000Z', 'sent_at': '2025-07-06T18:57:54.000000Z', 'original_timestamp': '2025-07-06T18:57:54.000000Z', 'timestamp': '2025-07-06T18:57:54.000000Z', 'uuid_ts': '2025-07-06T18:57:54.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'original_timestamp': '2025-07-06T18:57:54.000000Z', 'received_at': '2025-07-06T18:57:54.000000Z', 'sent_at': '2025-07-06T18:57:54.000000Z', 'timestamp': '2025-07-06T18:57:54.000000Z', 'uuid_ts': '2025-07-06T18:57:54.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'iFPYxdHAjhL63W', 'context_destination_type': 'snowflake', 'context_session_id': 1751367327, 'user_id': 'melissawiggins@example.com', 'id': '7aLToODXCaPOGR9r', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2025-07-06T18:57:54.000000Z', 'timestamp': '2025-07-06T18:57:54.000000Z', 'sent_at': '2025-07-06T18:57:54.000000Z', 'received_at': '2025-07-06T18:57:54.000000Z', 'original_timestamp': '2025-07-06T18:57:54.000000Z', 'last_name': 'Wiggins', 'first_name': 'Melissa', 'email': 'melissawiggins@example.com', 'context_screen_height': 1080, 'context_screen_width': 1920, 'context_screen_density': 1, 'context_screen_inner_height': 969, 'context_screen_inner_width': 1920, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '1c1718a7d4052c70dde6e1400e87187f', 'user_id': 'melissawiggins@example.com', 'context_ip': '37.252.66.127', 'id': 'EFiJB1RN7EqUteNn', 'context_session_start': '2025-07-01T16:25:27.000000Z', 'context_session_id': 1751367327, 'context_library_version': '1.0.2', 'context_page_url': 'www.choixcart.com/login', 'state': 'IL', 'address_country': 'US', 'currency': 'usd'}}]",1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,,,,,,
7l00HRtjsxfYHhNB,124.221.200.62,home-page,,1730496429,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,,2024-11-02T02:57:09.000000Z,2024-11-02T02:57:09.000000Z,2024-11-02T02:57:09.000000Z,2024-11-02T02:57:09.000000Z,2024-11-02T02:57:09.000000Z,,,,,,
rWDEsp9mspPDRSLO,124.221.200.62,signup,/signup,1730496429,www.choixcart.com/signup,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,,,,,,
FkoQ0NzR6mOiAoLE,208.160.226.161,home-page,,1735791471,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-01-02T09:47:51.000000Z,2025-01-02T09:47:51.000000Z,2025-01-02T09:47:51.000000Z,2025-01-02T09:47:51.000000Z,2025-01-02T09:47:51.000000Z,,,,,,
4rqSZ51WntIj1UBi,208.160.226.161,signup,/signup,1735791471,www.choixcart.com/signup,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,,,,,,
kfsrJ3daeNQCV1jl,161.191.90.49,home-page,,1740728734,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-02-28T13:15:34.000000Z,2025-02-28T13:15:34.000000Z,2025-02-28T13:15:34.000000Z,2025-02-28T13:15:34.000000Z,2025-02-28T13:15:34.000000Z,,,,,,
SBgUmnByz53yKrzL,161.191.90.49,signup,/signup,1740728734,www.choixcart.com/signup,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,,,,,,
Z7rov199sCK0p0Xd,193.80.79.203,home-page,,1744814000,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-04-16T20:03:20.000000Z,2025-04-16T20:03:20.000000Z,2025-04-16T20:03:20.000000Z,2025-04-16T20:03:20.000000Z,2025-04-16T20:03:20.000000Z,,,,,,
xSlbZaGaEM87A6TJ,193.80.79.203,signup,/signup,1744814000,www.choixcart.com/signup,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,,,,,,
XtMdyQ5kTKCRficn,189.17.59.81,home-page,,1749852830,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-06-14T03:43:50.000000Z,2025-06-14T03:43:50.000000Z,2025-06-14T03:43:50.000000Z,2025-06-14T03:43:50.000000Z,2025-06-14T03:43:50.000000Z,,,,,,
BpYPBFz8wja8moZs,189.17.59.81,signup,/signup,1749852830,www.choixcart.com/signup,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,,,,,,
l3mSOMinW8maBBKk,176.155.237.153,home-page,,1755573286,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,www.twitter.com,twitter.com,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-08-19T08:44:46.000000Z,2025-08-19T08:44:46.000000Z,2025-08-19T08:44:46.000000Z,2025-08-19T08:44:46.000000Z,2025-08-19T08:44:46.000000Z,paidsocial,13vfs5asdfa,twitter,cmpn_80,,
w1AvZGgZThmUX0uj,176.155.237.153,signup,/signup,1755573286,www.choixcart.com/signup,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,www.twitter.com,twitter.com,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,paidsocial,13vfs5asdfa,twitter,cmpn_80,,
F00ID0Mw3ewz9YKf,202.63.248.26,home-page,,1728880724,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,8eadc1c7a599897de6b67aea656d8e16,,2024-10-14T10:08:44.000000Z,2024-10-14T10:08:44.000000Z,2024-10-14T10:08:44.000000Z,2024-10-14T10:08:44.000000Z,2024-10-14T10:08:44.000000Z,,,,,,
ZKZkhySJMLVm5n7Z,202.63.248.26,product-view,/p/979,1728880724,www.choixcart.com/p/979,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,8eadc1c7a599897de6b67aea656d8e16,,2024-11-03T10:08:44.000000Z,2024-11-03T10:08:44.000000Z,2024-11-03T10:08:44.000000Z,2024-11-03T10:08:44.000000Z,2024-11-03T10:08:44.000000Z,,,,,Watches,
D5QbpAyLxOlGUWmv,202.63.248.26,product-view,/p/835,1728880724,www.choixcart.com/p/835,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/979,8eadc1c7a599897de6b67aea656d8e16,,2024-11-03T10:58:20.000000Z,2024-11-03T10:58:20.000000Z,2024-11-03T10:58:20.000000Z,2024-11-03T10:58:20.000000Z,2024-11-03T10:58:20.000000Z,,,,,Jeans,
NiGqICedV1kKhRUn,35.49.46.84,home-page,,1735296790,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,8eadc1c7a599897de6b67aea656d8e16,,2024-12-27T16:23:10.000000Z,2024-12-27T16:23:10.000000Z,2024-12-27T16:23:10.000000Z,2024-12-27T16:23:10.000000Z,2024-12-27T16:23:10.000000Z,,,,,,
3bxLLXY8it27wAQZ,35.49.46.84,product-view,/p/589,1735296790,www.choixcart.com/p/589,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,8eadc1c7a599897de6b67aea656d8e16,,2025-01-01T16:23:10.000000Z,2025-01-01T16:23:10.000000Z,2025-01-01T16:23:10.000000Z,2025-01-01T16:23:10.000000Z,2025-01-01T16:23:10.000000Z,,,,,Shoes,
qJt7FAHeFEnoAemj,35.49.46.84,product-view,/p/776,1735296790,www.choixcart.com/p/776,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/589,8eadc1c7a599897de6b67aea656d8e16,,2025-01-01T16:50:50.000000Z,2025-01-01T16:50:50.000000Z,2025-01-01T16:50:50.000000Z,2025-01-01T16:50:50.000000Z,2025-01-01T16:50:50.000000Z,,,,,Mens clothing,
KPWgTGbvPlyZLhXS,35.49.46.84,product-view,,1735296790,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/776,8eadc1c7a599897de6b67aea656d8e16,,2025-01-01T17:53:17.000000Z,2025-01-01T17:53:17.000000Z,2025-01-01T17:53:17.000000Z,2025-01-01T17:53:17.000000Z,2025-01-01T17:53:17.000000Z,,,,,,
jRQs54qJkvBNtiL0,35.49.46.84,product-view,/p/835,1735296790,www.choixcart.com/p/835,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/780,8eadc1c7a599897de6b67aea656d8e16,,2025-01-01T18:37:41.000000Z,2025-01-01T18:37:41.000000Z,2025-01-01T18:37:41.000000Z,2025-01-01T18:37:41.000000Z,2025-01-01T18:37:41.000000Z,,,,,Jeans,
lmfvPY1cC16vWrxB,35.49.46.84,product-view,/p/839,1735296790,www.choixcart.com/p/839,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/835,8eadc1c7a599897de6b67aea656d8e16,,2025-01-01T18:51:30.000000Z,2025-01-01T18:51:30.000000Z,2025-01-01T18:51:30.000000Z,2025-01-01T18:51:30.000000Z,2025-01-01T18:51:30.000000Z,,,,,Trousers,
ZCjdXe2E2r4QMlQi,164.10.1.43,home-page,,1740076339,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,8eadc1c7a599897de6b67aea656d8e16,,2025-02-21T00:02:19.000000Z,2025-02-21T00:02:19.000000Z,2025-02-21T00:02:19.000000Z,2025-02-21T00:02:19.000000Z,2025-02-21T00:02:19.000000Z,,,,,,
buZOFKW4F72plyPe,164.10.1.43,product-view,/p/763,1740076339,www.choixcart.com/p/763,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,8eadc1c7a599897de6b67aea656d8e16,,2025-03-14T00:02:19.000000Z,2025-03-14T00:02:19.000000Z,2025-03-14T00:02:19.000000Z,2025-03-14T00:02:19.000000Z,2025-03-14T00:02:19.000000Z,,,,,Shirts,
W5m1rW8R7sVOQm4l,164.10.1.43,product-view,/p/763,1740076339,www.choixcart.com/p/763,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/763,8eadc1c7a599897de6b67aea656d8e16,,2025-03-14T00:41:44.000000Z,2025-03-14T00:41:44.000000Z,2025-03-14T00:41:44.000000Z,2025-03-14T00:41:44.000000Z,2025-03-14T00:41:44.000000Z,,,,,Shirts,
aiVBAJTw7Ffgj2oh,116.204.176.244,product-view,/p/776,1730913848,www.choixcart.com/p/776,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,4e8872766ef28b8c2214ef8f1f326cc5,,2024-11-06T22:54:08.000000Z,2024-11-06T22:54:08.000000Z,2024-11-06T22:54:08.000000Z,2024-11-06T22:54:08.000000Z,2024-11-06T22:54:08.000000Z,,,,,Mens clothing,
2qHSCEX7ipAdDuzh,116.204.176.244,cart-add,/p/776,1730913848,www.choixcart.com/p/776,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,/p/776,4e8872766ef28b8c2214ef8f1f326cc5,,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,,,,,Mens clothing,
roj9bLC6MzgNBweK,207.88.174.169,home-page,,1728815703,www.choixcart.com,iFPYxdHAjhL63W,snowflake,com.rudderstack.javascript,,,,2f99f1981bd152cc2b1131703db43ccc,,2024-10-13T16:05:03.000000Z,2024-10-13T16:05:03.000000Z,2024-10-13T16:05:03.000000Z,2024-10-13T16:05:03.000000Z,2024-10-13T16:05:03.000000Z,,,,,,
