uuid_ts,timestamp,sent_at,received_at,original_timestamp,last_name,first_name,email,context_screen_height,context_screen_width,context_screen_density,context_screen_inner_height,context_screen_inner_width,context_campaign_term,context_campaign_source,context_campaign_name,context_campaign_medium,context_campaign_content,anonymous_id,user_id,context_ip,id,context_session_start,context_session_id,context_library_version,context_page_url,state,address_country,currency
2025-11-21T21:29:04.000000Z,2025-11-21T21:29:04.000000Z,2025-11-21T21:29:04.000000Z,2025-11-21T21:29:04.000000Z,2025-11-21T21:29:04.000000Z,Lewis,James,lewis.james979@example.org,1169,1800,2,858,1340,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,215.233.254.90,S1NjKHHw1DlISCiV,2025-11-09T17:52:35.000000Z,1762690955,1.1.4,www.choixcart.com/login,WV,US,usd
2024-11-27T21:03:16.000000Z,2024-11-27T21:03:16.000000Z,2024-11-27T21:03:16.000000Z,2024-11-27T21:03:16.000000Z,2024-11-27T21:03:16.000000Z,Reeves,Martin,martinreeves@example.com,900,1600,1,739,1600,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,174.218.103.102,uTavfnKH7r76hZkS,2024-11-15T21:01:40.000000Z,1731684700,1.0.2,www.choixcart.com/signup,TX,US,usd
2025-01-24T08:50:34.000000Z,2025-01-24T08:50:34.000000Z,2025-01-24T08:50:34.000000Z,2025-01-24T08:50:34.000000Z,2025-01-24T08:50:34.000000Z,Reeves,Martin,martinreeves@example.com,1080,1920,1,969,1920,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,41.81.134.66,Kp9FSCCK9ueIvIwG,2025-01-24T06:31:41.000000Z,1737680501,1.0.2,www.choixcart.com/login,WV,US,usd
2025-02-24T15:07:10.000000Z,2025-02-24T15:07:10.000000Z,2025-02-24T15:07:10.000000Z,2025-02-24T15:07:10.000000Z,2025-02-24T15:07:10.000000Z,Reeves,Martin,martinreeves@example.com,780,360,3,649,360,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,68.123.100.190,HKsMvldXnVOjiQls,2025-02-15T15:06:52.000000Z,1739612212,0.10.4,www.choixcart.com/signup,VT,US,usd
2025-03-19T22:19:22.000000Z,2025-03-19T22:19:22.000000Z,2025-03-19T22:19:22.000000Z,2025-03-19T22:19:22.000000Z,2025-03-19T22:19:22.000000Z,Reeves,Martin,martinreeves@example.com,720,1280,1,551,1280,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,103.145.81.109,Vu8VSHniWCoVm3tu,2025-03-19T19:30:29.000000Z,1742392829,1.1.4,www.choixcart.com/login,VT,US,usd
2025-05-13T15:15:10.000000Z,2025-05-13T15:15:10.000000Z,2025-05-13T15:15:10.000000Z,2025-05-13T15:15:10.000000Z,2025-05-13T15:15:10.000000Z,Reeves,Martin,martinreeves@example.com,720,1280,1,551,1280,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,69.166.12.60,azezr7TS8fiYDtqQ,2025-05-09T15:14:29.000000Z,1746783869,0.10.4,www.choixcart.com/signup,NH,US,usd
2025-06-04T03:14:22.000000Z,2025-06-04T03:14:22.000000Z,2025-06-04T03:14:22.000000Z,2025-06-04T03:14:22.000000Z,2025-06-04T03:14:22.000000Z,Reeves,Martin,martinreeves@example.com,720,1280,1,551,1280,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,104.222.158.83,nWJBkvl0yjr8ENJ4,2025-06-04T00:52:15.000000Z,1748978535,1.1.4,www.choixcart.com/login,MT,US,usd
2025-08-06T13:57:07.000000Z,2025-08-06T13:57:07.000000Z,2025-08-06T13:57:07.000000Z,2025-08-06T13:57:07.000000Z,2025-08-06T13:57:07.000000Z,Reeves,Martin,martinreeves@example.com,1080,1920,1,993,1920,new users,google,cmpn_533,ppc,gfaa4rvdsa,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,203.5.227.59,5R1oYR8GXhG2I8ST,2025-07-22T13:56:37.000000Z,1753172797,0.10.4,www.choixcart.com/signup,MA,US,usd
2025-08-28T00:46:44.000000Z,2025-08-28T00:46:44.000000Z,2025-08-28T00:46:44.000000Z,2025-08-28T00:46:44.000000Z,2025-08-28T00:46:44.000000Z,Reeves,Martin,martinreeves@example.com,854,385,1,726,384,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,199.130.241.120,K3ZiGM9DmSt81z2Q,2025-08-27T23:05:51.000000Z,1756316151,1.0.2,www.choixcart.com/login,SD,US,usd
2025-11-10T15:11:48.000000Z,2025-11-10T15:11:48.000000Z,2025-11-10T15:11:48.000000Z,2025-11-10T15:11:48.000000Z,2025-11-10T15:11:48.000000Z,Reeves,Martin,martinreeves@example.com,1440,2560,2,1319,2560,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,209.43.8.229,Uy5TWclFnLRDdNeU,2025-10-21T15:11:30.000000Z,1761039690,1.1.4,www.choixcart.com/signup,AZ,US,usd
2026-01-03T01:45:42.000000Z,2026-01-03T01:45:42.000000Z,2026-01-03T01:45:42.000000Z,2026-01-03T01:45:42.000000Z,2026-01-03T01:45:42.000000Z,Reeves,Martin,martinreeves@example.com,600,800,1,1024,1280,,,,,,18648641b9872bc637a7fa69e6945e96,martinreeves@example.com,87.245.149.87,yvPzuMoJ3jM5Yz3G,2026-01-02T22:34:52.000000Z,1767373492,1.1.4,www.choixcart.com/login,GA,US,usd
2024-11-18T17:22:11.000000Z,2024-11-18T17:22:11.000000Z,2024-11-18T17:22:11.000000Z,2024-11-18T17:22:11.000000Z,2024-11-18T17:22:11.000000Z,Howe,Lydia,lydia.howe703@example.org,720,1280,1,551,1280,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,5c35b4f431d0d9d81ea709ac54c7789f,lydia.howe703@example.org,112.224.209.248,gCgXQ0Awg7GEeKAB,2024-11-01T17:21:18.000000Z,1730461878,0.10.4,www.choixcart.com/signup,ND,US,usd
2024-11-02T00:49:36.000000Z,2024-11-02T00:49:36.000000Z,2024-11-02T00:49:36.000000Z,2024-11-02T00:49:36.000000Z,2024-11-02T00:49:36.000000Z,Butler,Matthew,matthew.butler983@example.org,864,1536,1,738,1522,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,171.147.68.116,6TPps6NPi5sdVtnP,2024-10-13T22:06:52.000000Z,1728837412,0.10.4,www.choixcart.com/signup,ID,US,usd
2025-02-22T16:30:36.000000Z,2025-02-22T16:30:36.000000Z,2025-02-22T16:30:36.000000Z,2025-02-22T16:30:36.000000Z,2025-02-22T16:30:36.000000Z,Butler,Matthew,matthew.butler983@example.org,1169,1800,2,858,1340,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,134.206.43.55,wDfWetF7sv8uY4no,2025-02-02T14:35:39.000000Z,1738487139,1.0.2,www.choixcart.com/signup,IL,US,usd
2025-03-31T11:03:04.000000Z,2025-03-31T11:03:04.000000Z,2025-03-31T11:03:04.000000Z,2025-03-31T11:03:04.000000Z,2025-03-31T11:03:04.000000Z,Butler,Matthew,matthew.butler983@example.org,720,1280,1,551,1280,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,42.188.139.135,wwJtJ2iYBmGyexte,2025-03-31T11:02:23.000000Z,1743399143,1.1.4,www.choixcart.com/login,ME,US,usd
2025-06-04T02:48:56.000000Z,2025-06-04T02:48:56.000000Z,2025-06-04T02:48:56.000000Z,2025-06-04T02:48:56.000000Z,2025-06-04T02:48:56.000000Z,Butler,Matthew,matthew.butler983@example.org,854,385,1,726,384,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,44.122.137.170,S7uTuEucUOZ1vomL,2025-05-19T23:55:45.000000Z,1747679145,0.10.4,www.choixcart.com/signup,CA,US,usd
2025-07-26T18:10:52.000000Z,2025-07-26T18:10:52.000000Z,2025-07-26T18:10:52.000000Z,2025-07-26T18:10:52.000000Z,2025-07-26T18:10:52.000000Z,Butler,Matthew,matthew.butler983@example.org,780,360,3,649,360,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,136.112.254.40,2tsv7I8wzmhRHMJc,2025-07-20T15:47:37.000000Z,1753006657,0.10.4,www.choixcart.com/login,ID,US,usd
2025-09-08T09:14:17.000000Z,2025-09-08T09:14:17.000000Z,2025-09-08T09:14:17.000000Z,2025-09-08T09:14:17.000000Z,2025-09-08T09:14:17.000000Z,Butler,Matthew,matthew.butler983@example.org,1440,2560,2,1319,2560,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,195.88.163.16,wiJo9XyyTPmbMLo7,2025-08-19T07:58:51.000000Z,1755570531,1.1.4,www.choixcart.com/signup,AZ,US,usd
2026-01-08T15:14:29.000000Z,2026-01-08T15:14:29.000000Z,2026-01-08T15:14:29.000000Z,2026-01-08T15:14:29.000000Z,2026-01-08T15:14:29.000000Z,Butler,Matthew,matthew.butler983@example.org,864,1536,1,738,1522,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,8.135.79.14,UWyhBwxxkflEOQAS,2026-01-01T10:59:07.000000Z,1767245347,1.0.2,www.choixcart.com/signup,ID,US,usd
2026-04-12T10:57:29.000000Z,2026-04-12T10:57:29.000000Z,2026-04-12T10:57:29.000000Z,2026-04-12T10:57:29.000000Z,2026-04-12T10:57:29.000000Z,Butler,Matthew,matthew.butler983@example.org,1080,1920,1,969,1920,,,,,,3a34d5bdd25357538ccb784d804241df,matthew.butler983@example.org,42.8.54.11,9XOYfaU5VWGCHz1d,2026-03-28T07:54:57.000000Z,1774664697,1.0.2,www.choixcart.com/signup,ND,US,usd
2024-11-18T00:07:14.000000Z,2024-11-18T00:07:14.000000Z,2024-11-18T00:07:14.000000Z,2024-11-18T00:07:14.000000Z,2024-11-18T00:07:14.000000Z,Chen,Thomas,chen.thomas244@example.org,720,1280,1,551,1280,,,,,,f2a8f325171ed49a952d985edec28d4f,chen.thomas244@example.org,102.185.82.181,OP0NnQ1D9JRHZ8vJ,2024-11-14T22:15:59.000000Z,1731602759,1.0.2,www.choixcart.com/login,CA,US,usd
2025-01-28T18:52:57.000000Z,2025-01-28T18:52:57.000000Z,2025-01-28T18:52:57.000000Z,2025-01-28T18:52:57.000000Z,2025-01-28T18:52:57.000000Z,Chen,Thomas,chen.thomas244@example.org,720,1280,1,551,1280,topoffers,email,cmpn_90,email,4sdf4sda,f2a8f325171ed49a952d985edec28d4f,chen.thomas244@example.org,124.124.184.248,UD7fpl5X72fbVZCe,2025-01-11T16:48:10.000000Z,1736594290,1.0.2,www.choixcart.com/login,UT,US,usd
2025-03-09T09:10:34.000000Z,2025-03-09T09:10:34.000000Z,2025-03-09T09:10:34.000000Z,2025-03-09T09:10:34.000000Z,2025-03-09T09:10:34.000000Z,Chen,Thomas,chen.thomas244@example.org,900,1600,1,739,1600,topoffers,email,cmpn_90,email,4sdf4sda,f2a8f325171ed49a952d985edec28d4f,chen.thomas244@example.org,19.220.199.195,BWF2M4zJGPgQTOcm,2025-02-25T07:43:34.000000Z,1740449614,1.1.4,www.choixcart.com/login,NY,US,usd
2025-04-16T23:19:28.000000Z,2025-04-16T23:19:28.000000Z,2025-04-16T23:19:28.000000Z,2025-04-16T23:19:28.000000Z,2025-04-16T23:19:28.000000Z,Chen,Thomas,chen.thomas244@example.org,1169,1800,2,858,1340,,,,,,f2a8f325171ed49a952d985edec28d4f,chen.thomas244@example.org,136.160.13.4,RmlhJClwOo9nSy5C,2025-03-30T19:44:53.000000Z,1743344093,0.10.4,www.choixcart.com/login,ID,US,usd
2025-06-20T08:08:59.000000Z,2025-06-20T08:08:59.000000Z,2025-06-20T08:08:59.000000Z,2025-06-20T08:08:59.000000Z,2025-06-20T08:08:59.000000Z,Chen,Thomas,chen.thomas244@example.org,900,1600,1,739,1600,,,,,,f2a8f325171ed49a952d985edec28d4f,chen.thomas244@example.org,162.17.15.110,54YuW1BzLBCDf3SI,2025-06-14T06:36:31.000000Z,1749863191,1.1.4,www.choixcart.com/login,MS,US,usd
2025-07-26T03:32:05.000000Z,2025-07-26T03:32:05.000000Z,2025-07-26T03:32:05.000000Z,2025-07-26T03:32:05.000000Z,2025-07-26T03:32:05.000000Z,Chen,Thomas,chen.thomas244@example.org,600,800,1,1024,1280,,,,,,f2a8f325171ed49a952d985edec28d4f,chen.thomas244@example.org,64.210.242.231,IMboHarICorGoLV7,2025-07-23T01:38:18.000000Z,1753214898,1.0.2,www.choixcart.com/login,SC,US,usd
2024-10-21T06:00:59.000000Z,2024-10-21T06:00:59.000000Z,2024-10-21T06:00:59.000000Z,2024-10-21T06:00:59.000000Z,2024-10-21T06:00:59.000000Z,Perez,Stephanie,perez.stephanie281@example.org,780,360,3,649,360,,,,,,a9d37297d56467d1fa6c03f0dc06e443,perez.stephanie281@example.org,197.72.232.33,FToQBMS9OE3HaDnI,2024-10-07T06:00:17.000000Z,1728261017,0.10.4,www.choixcart.com/signup,OR,US,usd
2024-12-23T18:19:15.000000Z,2024-12-23T18:19:15.000000Z,2024-12-23T18:19:15.000000Z,2024-12-23T18:19:15.000000Z,2024-12-23T18:19:15.000000Z,Perez,Stephanie,perez.stephanie281@example.org,1440,2560,2,1319,2560,,,,,,a9d37297d56467d1fa6c03f0dc06e443,perez.stephanie281@example.org,59.102.120.66,fGG5zGwjsg6Qxsvm,2024-12-12T18:17:42.000000Z,1734007662,0.10.4,www.choixcart.com/signup,MT,US,usd
2025-02-17T21:39:35.000000Z,2025-02-17T21:39:35.000000Z,2025-02-17T21:39:35.000000Z,2025-02-17T21:39:35.000000Z,2025-02-17T21:39:35.000000Z,Perez,Stephanie,perez.stephanie281@example.org,1169,1800,2,858,1340,,,,,,a9d37297d56467d1fa6c03f0dc06e443,perez.stephanie281@example.org,218.246.188.151,8XYw7JTtgTfklTOC,2025-02-10T21:39:09.000000Z,1739203749,0.10.4,www.choixcart.com/signup,VA,US,usd
2024-10-08T11:35:11.000000Z,2024-10-08T11:35:11.000000Z,2024-10-08T11:35:11.000000Z,2024-10-08T11:35:11.000000Z,2024-10-08T11:35:11.000000Z,Lee,Valerie,lee.valerie392@example.org,600,800,1,1024,1280,,,,,,8574f310f72d56b7519b807808dd30d2,lee.valerie392@example.org,201.11.204.215,AEHPbjmECyprREnX,2024-10-04T11:34:42.000000Z,1728021882,0.10.4,www.choixcart.com/signup,AL,US,usd
2024-11-08T15:52:36.000000Z,2024-11-08T15:52:36.000000Z,2024-11-08T15:52:36.000000Z,2024-11-08T15:52:36.000000Z,2024-11-08T15:52:36.000000Z,Lee,Valerie,lee.valerie392@example.org,1440,2560,2,1319,2560,,,,,,8574f310f72d56b7519b807808dd30d2,lee.valerie392@example.org,165.193.185.41,e5ElUPj11ossaWfh,2024-10-29T15:51:13.000000Z,1730197273,1.1.4,www.choixcart.com/signup,FL,US,usd
2025-01-12T20:16:49.000000Z,2025-01-12T20:16:49.000000Z,2025-01-12T20:16:49.000000Z,2025-01-12T20:16:49.000000Z,2025-01-12T20:16:49.000000Z,Lee,Valerie,lee.valerie392@example.org,1080,1920,1,969,1920,,,,,,8574f310f72d56b7519b807808dd30d2,lee.valerie392@example.org,150.59.60.197,8eIxzWaXT9Xf8j5V,2024-12-29T20:15:31.000000Z,1735483531,0.10.4,www.choixcart.com/signup,IL,US,usd
2025-02-07T03:03:35.000000Z,2025-02-07T03:03:35.000000Z,2025-02-07T03:03:35.000000Z,2025-02-07T03:03:35.000000Z,2025-02-07T03:03:35.000000Z,Lee,Valerie,lee.valerie392@example.org,1080,1920,1,969,1920,,,,,,8574f310f72d56b7519b807808dd30d2,lee.valerie392@example.org,99.213.94.149,Qn1eM7aidukcKAwD,2025-01-27T03:02:48.000000Z,1737927168,1.1.4,www.choixcart.com/signup,WY,US,usd
2024-11-05T23:19:31.000000Z,2024-11-05T23:19:31.000000Z,2024-11-05T23:19:31.000000Z,2024-11-05T23:19:31.000000Z,2024-11-05T23:19:31.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,720,1280,1,551,1280,christmas sale,google,cmpn_232,ppc,53454fasdf,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,69.90.42.87,WCc5SBmk3z6fW6Cn,2024-10-30T23:17:39.000000Z,1730310459,1.0.2,www.choixcart.com/signup,CO,US,usd
2024-11-23T11:34:36.000000Z,2024-11-23T11:34:36.000000Z,2024-11-23T11:34:36.000000Z,2024-11-23T11:34:36.000000Z,2024-11-23T11:34:36.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,900,1600,1,739,1600,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,36.55.180.246,fQSm17lOYH3gefnp,2024-11-23T11:33:38.000000Z,1732341818,1.1.4,www.choixcart.com/login,MI,US,usd
2025-01-19T23:27:56.000000Z,2025-01-19T23:27:56.000000Z,2025-01-19T23:27:56.000000Z,2025-01-19T23:27:56.000000Z,2025-01-19T23:27:56.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,600,800,1,1024,1280,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,117.42.38.9,tmojiK9MqH75TMs2,2025-01-05T23:26:09.000000Z,1736099769,0.10.4,www.choixcart.com/signup,TN,US,usd
2025-03-19T02:23:19.000000Z,2025-03-19T02:23:19.000000Z,2025-03-19T02:23:19.000000Z,2025-03-19T02:23:19.000000Z,2025-03-19T02:23:19.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,1080,1920,1,969,1920,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,141.0.115.0,x4GWJbsbDiuEMlR2,2025-03-19T02:21:32.000000Z,1742331092,0.10.4,www.choixcart.com/login,TN,US,usd
2025-06-03T13:55:23.000000Z,2025-06-03T13:55:23.000000Z,2025-06-03T13:55:23.000000Z,2025-06-03T13:55:23.000000Z,2025-06-03T13:55:23.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,1080,1920,1,993,1920,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,154.182.214.70,mdXil5oRczoBwRuT,2025-05-15T13:55:16.000000Z,1747297516,1.0.2,www.choixcart.com/signup,MA,US,usd
2025-07-22T18:23:39.000000Z,2025-07-22T18:23:39.000000Z,2025-07-22T18:23:39.000000Z,2025-07-22T18:23:39.000000Z,2025-07-22T18:23:39.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,780,360,3,649,360,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,102.217.69.54,IRfuTduucQmCON91,2025-07-22T18:22:39.000000Z,1753188759,1.0.2,www.choixcart.com/login,MN,US,usd
2025-09-15T07:31:09.000000Z,2025-09-15T07:31:09.000000Z,2025-09-15T07:31:09.000000Z,2025-09-15T07:31:09.000000Z,2025-09-15T07:31:09.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,900,1600,1,739,1600,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,94.221.46.209,TemTHvNGCuD4Dd0E,2025-09-04T07:30:12.000000Z,1756951212,0.10.4,www.choixcart.com/signup,MI,US,usd
2025-10-25T11:12:21.000000Z,2025-10-25T11:12:21.000000Z,2025-10-25T11:12:21.000000Z,2025-10-25T11:12:21.000000Z,2025-10-25T11:12:21.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,1169,1800,2,858,1340,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,13.14.104.124,xITSnSIblLRGxOdl,2025-10-25T11:12:12.000000Z,1761370932,1.1.4,www.choixcart.com/login,SC,US,usd
2025-12-12T22:10:10.000000Z,2025-12-12T22:10:10.000000Z,2025-12-12T22:10:10.000000Z,2025-12-12T22:10:10.000000Z,2025-12-12T22:10:10.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,1080,1920,1,993,1920,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,19.133.19.10,WbmW45Nh3Udd4V4o,2025-11-21T22:08:47.000000Z,1763743127,0.10.4,www.choixcart.com/signup,TN,US,usd
2026-02-01T06:30:56.000000Z,2026-02-01T06:30:56.000000Z,2026-02-01T06:30:56.000000Z,2026-02-01T06:30:56.000000Z,2026-02-01T06:30:56.000000Z,Sanchez,Brandon,brandon.sanchez878@example.org,1080,1920,1,969,1920,,,,,,4af2bbf081e3fbe5d8514c370b4540f5,brandon.sanchez878@example.org,23.95.214.210,u3pa2EgUP9gyJ5z6,2026-02-01T06:29:38.000000Z,1769907578,1.0.2,www.choixcart.com/login,SC,US,usd
2024-10-31T07:51:15.000000Z,2024-10-31T07:51:15.000000Z,2024-10-31T07:51:15.000000Z,2024-10-31T07:51:15.000000Z,2024-10-31T07:51:15.000000Z,Orr,James,james.orr636@example.com,1080,1920,1,969,1920,,,,,,55f006a18ee82e045575f621ab13675b,james.orr636@example.com,156.144.107.167,NYcjy9LxUN61guhi,2024-10-26T07:50:00.000000Z,1729909200,1.1.4,www.choixcart.com/signup,OK,US,usd
2024-12-24T10:43:09.000000Z,2024-12-24T10:43:09.000000Z,2024-12-24T10:43:09.000000Z,2024-12-24T10:43:09.000000Z,2024-12-24T10:43:09.000000Z,Orr,James,james.orr636@example.com,1440,2560,2,1319,2560,,,,,,55f006a18ee82e045575f621ab13675b,james.orr636@example.com,208.206.180.64,onwNN6m0pTiS7JWp,2024-12-17T10:42:59.000000Z,1734412379,1.0.2,www.choixcart.com/signup,NM,US,usd
2024-11-03T07:50:58.000000Z,2024-11-03T07:50:58.000000Z,2024-11-03T07:50:58.000000Z,2024-11-03T07:50:58.000000Z,2024-11-03T07:50:58.000000Z,Lucas,Dustin,dustinlucas@example.com,720,1280,1,551,1280,,,,,,db71b52db2cff7b379a5a94411cadf6f,dustinlucas@example.com,141.26.222.72,JPD1oBT1Z0eAQjaC,2024-10-25T07:50:00.000000Z,1729822800,0.10.4,www.choixcart.com/signup,OH,US,usd
2025-01-01T12:30:25.000000Z,2025-01-01T12:30:25.000000Z,2025-01-01T12:30:25.000000Z,2025-01-01T12:30:25.000000Z,2025-01-01T12:30:25.000000Z,Lucas,Dustin,dustinlucas@example.com,1169,1800,2,858,1340,,,,,,db71b52db2cff7b379a5a94411cadf6f,dustinlucas@example.com,48.12.81.203,T2HlP2HokOLXUb8D,2024-12-17T12:29:19.000000Z,1734418759,0.10.4,www.choixcart.com/signup,WY,US,usd
2025-02-01T21:34:02.000000Z,2025-02-01T21:34:02.000000Z,2025-02-01T21:34:02.000000Z,2025-02-01T21:34:02.000000Z,2025-02-01T21:34:02.000000Z,Lucas,Dustin,dustinlucas@example.com,864,1536,1,738,1522,,,,,,db71b52db2cff7b379a5a94411cadf6f,dustinlucas@example.com,87.192.129.0,g1nLXyW1TvO1WeA1,2025-01-19T21:33:12.000000Z,1737302592,1.1.4,www.choixcart.com/signup,LA,US,usd
2025-03-25T06:30:48.000000Z,2025-03-25T06:30:48.000000Z,2025-03-25T06:30:48.000000Z,2025-03-25T06:30:48.000000Z,2025-03-25T06:30:48.000000Z,Lucas,Dustin,dustinlucas@example.com,1169,1800,2,858,1340,,,,,,db71b52db2cff7b379a5a94411cadf6f,dustinlucas@example.com,137.145.135.180,jdfRRsHalX4gpZM3,2025-03-13T06:30:37.000000Z,1741827637,1.0.2,www.choixcart.com/signup,NJ,US,usd
2025-05-29T12:47:23.000000Z,2025-05-29T12:47:23.000000Z,2025-05-29T12:47:23.000000Z,2025-05-29T12:47:23.000000Z,2025-05-29T12:47:23.000000Z,Lucas,Dustin,dustinlucas@example.com,1440,2560,2,1319,2560,,,,,,db71b52db2cff7b379a5a94411cadf6f,dustinlucas@example.com,21.237.121.38,sThQtu51aMmcUwM2,2025-05-09T12:46:14.000000Z,1746774974,1.0.2,www.choixcart.com/signup,TN,US,usd
2025-07-26T17:36:45.000000Z,2025-07-26T17:36:45.000000Z,2025-07-26T17:36:45.000000Z,2025-07-26T17:36:45.000000Z,2025-07-26T17:36:45.000000Z,Lucas,Dustin,dustinlucas@example.com,854,385,1,726,384,,,,,,db71b52db2cff7b379a5a94411cadf6f,dustinlucas@example.com,59.95.117.113,qiJrAcgcgEo5KWL5,2025-07-23T17:35:24.000000Z,1753272324,0.10.4,www.choixcart.com/signup,ME,US,usd
2024-11-09T14:45:58.000000Z,2024-11-09T14:45:58.000000Z,2024-11-09T14:45:58.000000Z,2024-11-09T14:45:58.000000Z,2024-11-09T14:45:58.000000Z,Phillips,Tammy,phillips.tammy449@example.org,600,800,1,1024,1280,paid users,bing,cmpn_830,ppc,cdasareravf,7d43267b28eac6aa320d80ef7be41bb2,phillips.tammy449@example.org,46.14.245.212,W1Ve79nND9igsOAN,2024-10-23T14:44:18.000000Z,1729674858,1.0.2,www.choixcart.com/signup,MO,US,usd
2024-11-28T17:03:23.000000Z,2024-11-28T17:03:23.000000Z,2024-11-28T17:03:23.000000Z,2024-11-28T17:03:23.000000Z,2024-11-28T17:03:23.000000Z,Ball,Roy,roy.ball843@example.com,1169,1800,2,858,1340,,,,,,ce3a8d97f886e416f6290bbac13ab5b2,roy.ball843@example.com,36.160.42.131,MhgSIJ1t0b4h2hjC,2024-11-14T17:02:54.000000Z,1731583974,1.0.2,www.choixcart.com/signup,NJ,US,usd
2024-12-31T05:20:21.000000Z,2024-12-31T05:20:21.000000Z,2024-12-31T05:20:21.000000Z,2024-12-31T05:20:21.000000Z,2024-12-31T05:20:21.000000Z,Ball,Roy,roy.ball843@example.com,600,800,1,1024,1280,,,,,,ce3a8d97f886e416f6290bbac13ab5b2,roy.ball843@example.com,204.3.159.168,RC6Be1Og4enEZM1H,2024-12-31T03:08:11.000000Z,1735594691,0.10.4,www.choixcart.com/login,NY,US,usd
2025-03-19T19:20:42.000000Z,2025-03-19T19:20:42.000000Z,2025-03-19T19:20:42.000000Z,2025-03-19T19:20:42.000000Z,2025-03-19T19:20:42.000000Z,Ball,Roy,roy.ball843@example.com,1080,1920,1,969,1920,topoffers,email,cmpn_90,email,4sdf4sda,ce3a8d97f886e416f6290bbac13ab5b2,roy.ball843@example.com,139.142.23.97,DeOtYVRXQeR4Aqns,2025-02-27T19:19:11.000000Z,1740664151,0.10.4,www.choixcart.com/signup,ID,US,usd
2025-04-09T06:58:44.000000Z,2025-04-09T06:58:44.000000Z,2025-04-09T06:58:44.000000Z,2025-04-09T06:58:44.000000Z,2025-04-09T06:58:44.000000Z,Ball,Roy,roy.ball843@example.com,1169,1800,2,858,1340,new users,google,cmpn_533,ppc,gfaa4rvdsa,ce3a8d97f886e416f6290bbac13ab5b2,roy.ball843@example.com,211.105.122.143,ZsMzeOyrVKaiT6CT,2025-04-09T05:06:34.000000Z,1744155394,1.1.4,www.choixcart.com/login,NV,US,usd
2025-05-18T16:59:28.000000Z,2025-05-18T16:59:28.000000Z,2025-05-18T16:59:28.000000Z,2025-05-18T16:59:28.000000Z,2025-05-18T16:59:28.000000Z,Ball,Roy,roy.ball843@example.com,600,800,1,1024,1280,new users,google,cmpn_533,ppc,gfaa4rvdsa,ce3a8d97f886e416f6290bbac13ab5b2,roy.ball843@example.com,24.137.124.178,UnVO1THTZY9VVVKq,2025-05-13T16:59:18.000000Z,1747135758,1.0.2,www.choixcart.com/signup,LA,US,usd
